Incidenct Code;Customer Company Group;Customer Company;Create Date-Time;Resolution Date-Time;Incident Status;Incident Description;Support Group;Tower Group;Domain Group;Priority;Urgency;Resolution Description;Assigned Organization;Inc. Category;Last Modified Date;Inc. Type;Inc. Element;Aging (Days);Localización Cliente;Departamento Cliente
INC000000978775;IBERIA;IBERIA;19.01.18 18:54;25.01.18 18:30;Resolved;Fallo Software: No puede acceder a internet explorer;IAG EUC Remote Support;EUC;EUC;Media;3-Medio;From: TCS.Senthilkumar S, Mohananand Sent: jueves, 25 de enero de 2018 18:30 To: Mediero Blanco, Ana Isabel <aimediero@iberia.es> Cc: IAGOffshore-O365Desktop <IAGOffshore-O365Desktop@iberia.es> Subject: RE: INC000000978775-Fallo Software: No puede acceder a internet explorer Importance: High Buenos Días Ama, Te escribimos del Equipo de Soporte Remoto para Iberia. Hemos intentado comunicarnos contigo al 630083839\ 89334, pero no hemos podido localizarte. Te pedimos que nos envíes un numero de contacto alterno al que nos podamos comunicar contigo. Quedamos atentos a tu pronta respuesta. Cordialmente, Mohananand S TCS-IAG EUC Services From: TCS.Senthilkumar S, Mohananand Sent: miércoles, 24 de enero de 2018 8:25 To: Mediero Blanco, Ana Isabel <aimediero@iberia.es> Cc: IAGOffshore-O365Desktop <IAGOffshore-O365Desktop@iberia.es> Subject: INC000000978775-Fallo Software: No puede acceder a internet explorer Buenos Días Ama, Te escribimos del Equipo de Soporte Remoto para Iberia. Hemos intentado comunicarnos contigo al 630083839\ 89334, pero no hemos podido localizarte. Te pedimos que nos envíes un numero de contacto alterno al que nos podamos comunicar contigo. Quedamos atentos a tu pronta respuesta. Cordialmente, Mohananand S TCS-IAG EUC Services From: TCS.Senthilkumar S, Mohananand Sent: lunes, 22 de enero de 2018 15:30 To: Mediero Blanco, Ana Isabel <aimediero@iberia.es> Cc: IAGOffshore-O365Desktop <IAGOffshore-O365Desktop@iberia.es> Subject: INC000000978775-Fallo Software: No puede acceder a internet explorer Importance: High Buenas Tardes Ana, Somos del equipo remoto de Iberia EUC, te contactamos por la INC000000978775-Fallo Software: No puede acceder a internet explorer Hemos tratado de comunicarnos contigo al teléfono 630083839\ 89334, sin obtener respuesta alguna. Por favor indícanos un número de teléfono adicional o el horario en el que estés disponible para recibir nuestra llamada. Quedamos atentos a tu respuesta. Cordialmente, Mohananand S TCS-IAG EUC Services;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;25.01.18;SOFTWARE FAILURE;;6;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000978776;IBERIA;IBERIA;19.01.18 20:17;19.01.18 20:17;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;D. OPERACIONES (AV0000)
INC000000978777;IBERIA;IBERIA;19.01.18 19:41;24.01.18 07:40;Resolved;Incidencia en CKIZCZC 0969 01191810 QD MADEJIB MADZKIB MADZLIB MADKMIB .MADKMIB 191810JAN18/AGNT7643;CKI;Application Tower;PSS;Baja;4-Baja;Se embarca manualmente y se pone el cupón USED;Mantenimiento Pasaje;INCIDENT;24.01.18;SOFTWARE FAILURE;;5;;
INC000000978778;IBERIA;IBERIA;19.01.18 19:44;19.01.18 19:44;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000978779;IBERIA;IBERIA;19.01.18 20:03;19.01.18 20:03;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD UNLOCK;0;TERMINAL T4;MNG. COORDINACION (AHMDI0)
INC000000978780;IBERIA;IBERIA;19.01.18 20:04;19.01.18 20:04;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD UNLOCK;0;AGP AEROPUERTO;PRODUCCION PASAJEROS (AHARS00S)
INC000000978781;IBERIA;IBERIA;19.01.18 20:06;19.01.18 20:06;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD UNLOCK;0;NEO-MARTINEZ VILLERGAS 49;DESPACHO VUELOS_PLANES VU (AVCC00PV)
INC000000978782;IBERIA;IBERIA;19.01.18 20:28;19.01.18 20:28;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;EDIFICIO T.M.A. - ALMACENES;PINTURA TALLER (AMIRT0HA)
INC000000978783;IBERIA;IBERIA;19.01.18 20:41;19.01.18 22:10;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;CSUSAS;Delivery;Delivery;Baja;4-Baja;Se resetea la contraseña y se envía mail con los pasos a seguir.;Unidad de Operaciones Ordenadores;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;VGO AEROPUERTO;POLIVALENCIA VIGO PAX (AHAYG0PZ)
INC000000978784;IBERIA;IBERIA;19.01.18 21:01;19.01.18 21:01;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;EDIFICIO T.M.A. - ALMACENES;PINTURA TALLER (AMIRT0HA)
INC000000978785;IBERIA;IBERIA;19.01.18 21:16;19.01.18 21:45;Resolved;(INC ACORDADA) CKI IB6051 19 enero;CKI;Application Tower;PSS;Baja;4-Baja;Se factura pasajero;Mantenimiento Pasaje;INCIDENT;19.01.18;SOFTWARE FAILURE;;0;TERMINAL T4;ASIST.PAX T4_TRA_SPV (AHMDST4V)
INC000000978786;IBERIA;IBERIA;19.01.18 21:51;19.01.18 21:51;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;EDIF.116 - MAYORDOMÍA-IBERSWIS;GESTOR A340 TIERRA / BM (ABLY00T1)
INC000000978788;IBERIA;IBERIA;19.01.18 21:16;;Assigned;Mail message from CONTROL-M: Ha fallado el job I19O061 en zlc , avisar en horario laboral a USCIBMAM;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;;Mantenimiento COBOL;INCIDENT;21.01.18;PROCESS FAILURE;BATCH;13;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000978791;IBERIA;IBERIA;19.01.18 21:48;26.01.18 19:57;Resolved;tfskq04 ordenador cic(Pecea) necesita nuevo ALIAS segun tecnico que estuvo hoy dia 19 enero;IAG SITA Support;EUC;EUC;Media;3-Medio;"""25/1- Resolution details: Our FE has verified with Jordi tghe issue is that the user needs a new alias to this machine, itt´s not an issue for IBTerm, the task should be assigned to Iberia Systems to generate the new alias and then we will assist. 23/1- Our FE has verified with Jordi tghe issue is that the user needs a new alias to this machine, itt´s not an issue for IBTerm, the task should be assigned to Iberia Systems to generate the new alias and then we will assist. """;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;26.01.18;ACCESS FAILURE;;7;TFS AEROPUERTO;COORDINACION Y CONTROL TF (AHALUSCI)
INC000000978792;IBERIA;IBERIA;19.01.18 22:46;23.01.18 13:37;Resolved;FRECUENT FLYER NOT FOUND 19-01-2018;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;Issue: Los titulares no son reconocidos en Amadeus. Impact:Los titulres no tienen acceso a los privilegios correspondientes a su nivel de tarjeta IB+ Root Cause: Amadeus no está realizando correctamente las cargas de los ficheros diarios enviados desde producción. Steps Taken: Los titulares se incluyen manualmente en el siguiente envío a Amadeus.;Mantenimiento COBOL;INCIDENT;23.01.18;SOFTWARE FAILURE;;4;SIN IDENTIFICAR;
INC000000978793;IBERIA;IBERIA;20.01.18 01:38;20.01.18 01:38;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;ASIST.AVION_CYD_S.AUX. (AHMDR03X)
INC000000978795;IBERIA;IBERIA;19.01.18 23:32;22.01.18 08:19;Resolved;LINUX_sun - saadminl.ib : Filesystem var is occupied 80.25%. Call out to SOPORTE LINUX-SISTEMA OPERA;Soporte Linux - Sistema Operativo;Server Tower;Server Tower;Baja;4-Baja;Al 24%;Unidad de Operaciones Ordenadores;INCIDENT;22.01.18;SOFTWARE FAILURE;APPLICATION ERROR;3;MANDOS;
INC000000978796;IBERIA;IBERIA;19.01.18 23:35;22.01.18 08:17;Resolved;LINUX_sun - ibcdwl2.ib : Filesystem var is occupied 80.20%. Call out to SOPORTE LINUX-SISTEMA OPERAT;Soporte Linux - Sistema Operativo;Server Tower;Server Tower;Baja;4-Baja;Al 40%;Unidad de Operaciones Ordenadores;INCIDENT;22.01.18;SOFTWARE FAILURE;APPLICATION ERROR;3;MANDOS;
INC000000978797;IBERIA;IBERIA;20.01.18 00:15;20.01.18 00:18;Resolved;Incidencia en CKI;CKI;Application Tower;PSS;Media;3-Medio;Se contacta a programador quien ayuda a cierre de vuelo.;Mantenimiento Pasaje;INCIDENT;20.01.18;SOFTWARE FAILURE;;0;;
INC000000978798;IBERIA;IBERIA;20.01.18 01:35;20.01.18 01:35;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (LA HABANA);PER.LOCAL REPRESENTACION (AV0000V0)
INC000000978799;IBERIA;IBERIA;20.01.18 02:31;;Assigned;Mail message from CONTROL-M: Ha fallado el job I19O047 en zlc , avisar en horario laboral a USCIBMAM;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;;Mantenimiento COBOL;INCIDENT;21.01.18;PROCESS FAILURE;BATCH;12;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000978816;IBERIA;IBERIA;20.01.18 05:04;20.01.18 21:29;Resolved;LINUX_sun - bdl1.ib: DiskGroup +ASM1_ARCH is busy at 80.88%. Call to DBA-SERVER-Support on business;DBA-Server-Support;Server Tower;Server Tower;Baja;4-Baja;manual backup done , now its 10%;Unidad de Operaciones Ordenadores;INCIDENT;20.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000978817;IBERIA;IBERIA;20.01.18 05:47;20.01.18 06:12;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;CSUSAS;Delivery;Delivery;Baja;4-Baja;SE hace reset de usuario y se informa a agente.;Unidad de Operaciones Ordenadores;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000978819;IBERIA;IBERIA;20.01.18 07:48;20.01.18 07:48;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;ASIST.AVION_CYD_S.AUX. (AHMDR03X)
INC000000978820;IBERIA;IBERIA;20.01.18 09:04;23.01.18 20:33;Resolved;Fallo Software:problemas de funcionamiento ordenador;IAG SITA Support;EUC;EUC;Baja;4-Baja;FE Name: Eduardo Serrano Date of intervention: 2018/01/22 On site hours:09:13 Off site hours:09:26 Work done:Restarted pc. Testy ok. Release Name:Maria;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;23.01.18;SOFTWARE FAILURE;;3;TERMINAL T4;DESPACHO VUELOS_HOJAS CAR (AVCC00HC)
INC000000978821;IBERIA;IBERIA;20.01.18 09:43;20.01.18 09:43;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000978823;IBERIA;IBERIA;20.01.18 11:10;26.01.18 10:33;Resolved;EC-LQL MATRICULA NO COINCIDE CON DOC;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;3-Medio;;Mantenimiento Dir. Técnica;INCIDENT;26.01.18;SOFTWARE FAILURE;;6;HANGAR 5;SOPORTE PRODUCCION H6 CAD (AMIRD1PH)
INC000000978824;IAG CARGO;BRITISH AIRWAYS;20.01.18 11:19;22.01.18 18:39;Resolved;LHRSBC - Ecsd - Runing very slow;CARGO-PORTAL;Application Tower;CARGO;Media;3-Medio;;Mantenimiento Cargo;INCIDENT;26.01.18;SOFTWARE FAILURE;APPLICATION ERROR;2;SIN IDENTIFICAR;
INC000000978827;IBERIA;IBERIA;20.01.18 13:48;20.01.18 23:04;Resolved;LINUX_ibm - SGO001: DAILY INCREMENTAL NO FINALIZADO;Aplicaciones BI;Application Tower;BI;Media;3-Medio;Como no va a terminar antes de las 00:00 lo paro.;Mantenimiento BI;INCIDENT;20.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000978829;IBERIA;IBERIA;20.01.18 16:10;22.01.18 08:04;Resolved;[IPM002] DIFERIDOS EN AMOS NO SE VUELCAN A SAP;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;3-Medio;SAP orders were generated for the WOs after the completion of the job. Informed to user.;Mantenimiento Dir. Técnica;INCIDENT;22.01.18;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MAINTROL (AMNLR00C)
INC000000978830;IBERIA;IBERIA;20.01.18 16:37;20.01.18 16:37;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000978831;IBERIA;IBERIA;20.01.18 16:41;20.01.18 16:41;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000978833;IBERIA;IBERIA;20.01.18 17:26;24.01.18 20:20;Resolved;En el sistema GO-NOW no podemos visualizar en número de maletas de los vuelos .;IAG SITA Support;EUC;EUC;Media;3-Medio;Tech Name: Jordi Batlle Suñé Time/Date on site: 2018-01-24 10:17:48 Time/Date off site: 2018-01-24 11:07:02 Resolution details: Checked with the user and this is happening in all PC in some flights. User will raise a ticket directly to vueling. Release by IB user: Consuelo;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;24.01.18;SOFTWARE FAILURE;;4;BCN AEROPUERTO;MNG. CTROL OPERATIVO Y CO (AHABC0)
INC000000978834;IBERIA;IBERIA;20.01.18 17:14;20.01.18 17:14;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;SM ATENCION AL PASAJERO (AH1100)
INC000000978836;IBERIA;IBERIA;20.01.18 17:52;20.01.18 19:52;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;CSUSAS;Delivery;Delivery;Baja;4-Baja;se resetean sign ins e informa a usuario.;Unidad de Operaciones Ordenadores;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000978837;IBERIA;IBERIA;20.01.18 18:06;20.01.18 18:08;Resolved;[ICC001] Eliminar vuelo Salesforce SALA VIP;SSCCLMZ;Service Ops Tower;Service Ops Tower;Alta;1-Crítica;Se eliminan los vuelos;Unidad Control del Servicio;INCIDENT;20.01.18;DATA ISSUE;;0;SIN IDENTIFICAR (MADRID BARAJAS);PREMIUM HUB MAD BJS (BCLTP0BJ)
INC000000978838;IBERIA;IBERIA;20.01.18 18:46;20.01.18 18:46;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD UNLOCK;0;NEO-MARTINEZ VILLERGAS 49;DESPACHO VUELOS_PLANES VU (AVCC00PV)
INC000000978841;IBERIA;IBERIA;20.01.18 20:30;20.01.18 20:30;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA CM RADIO (ABRW00)
INC000000978843;IBERIA;IBERIA;20.01.18 20:56;20.01.18 20:56;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000978844;IBERIA;IBERIA;20.01.18 20:52;20.01.18 20:56;Resolved;Incidencia en TKT;TKT;Application Tower;PSS;Media;3-Medio;PROGRAMADOR TOMA ACCION;Mantenimiento Pasaje;INCIDENT;20.01.18;SOFTWARE FAILURE;;0;;
INC000000978846;IBERIA;IBERIA;20.01.18 21:53;23.01.18 02:01;Resolved;No puede acceder a Intranet;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario de la información proporcionada por el equipo y se cierra la incidencia.;Unidad Control del Servicio;INCIDENT;23.01.18;SOFTWARE FAILURE;;3;HANGAR 6;TMA MECANICA. PROD CAD1 H (AMIRD0FA)
INC000000978849;IBERIA;IBERIA;20.01.18 22:19;20.01.18 22:19;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;ALC AEROPUERTO;TMA MECANICA ALICANTE (AMNLR0AB)
INC000000978851;IBERIA;IBERIA;20.01.18 05:16;20.01.18 21:30;Resolved;LINUX_sun - bdl1.ib: Disk GROUP +ASM1_ARCH shows a negative value of -3392.00 MB. Call to DBA-SERVER;DBA-Server-Support;Server Tower;Server Tower;Media;3-Medio;now its 10%;Unidad de Operaciones Ordenadores;INCIDENT;20.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000978852;IBERIA;IBERIA;20.01.18 05:28;22.01.18 07:37;Resolved;LINUX_ibm - exa2db01.ib : Filesystem ODIB esta ocupado al 96.43%. Avisar al OnCall de GESING.;GESING;Application Tower;REVENUE MANAGEMENT;Baja;4-Baja;Se libera espacio del File System;Mantenimiento Pasaje;INCIDENT;22.01.18;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000978854;IBERIA;IBERIA;20.01.18 05:38;20.01.18 08:54;Resolved;Incidencia Extrema lentitud en Clara 20/01/2018;NIIT_MTO_CRM;Application Tower;Comercial y CRM;Baja;4-Baja;FSL - La lentitud desaparece sin intervención;Mantenimiento Comercial y CRM;INCIDENT;20.01.18;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000978855;IBERIA;IBERIA;20.01.18 05:39;22.01.18 08:22;Resolved;LINUX_sun - apgil2.ib : Filesystem ODIB is occupied 96.43%. Call out to SOPORTE LINUX-SISTEMA OPERAT;Soporte Linux - Sistema Operativo;Server Tower;Server Tower;Baja;4-Baja;Ahora está al 88%;Unidad de Operaciones Ordenadores;INCIDENT;22.01.18;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000978856;IBERIA;IBERIA;20.01.18 06:48;20.01.18 06:48;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD UNLOCK;0;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000978857;IBERIA;IBERIA;20.01.18 06:02;20.01.18 09:34;Resolved;LINUX_sun - ALERTA_NOCRI Iberia.com - ES - Sin actividad de pagos OnlineBanking en las ultimas 3 hor;AM_MTO_IBCOM;Application Tower;Ib.com;Media;3-Medio;[20/1/2018] NIIT.mpsingh We see successful payments with this functionality. closing ticket: 312,pPvfhvsY2xJ2B2llTcd2hGsxtTMB4hb5WVV68G1xszhx6QbckYpp!1938317128!1516432408670,pPvfhvsY2xJ2B2llTcd2hGsxtTMB4hb5WVV68G1xszhx6QbckYpp!1938317128!1516432408670,01/20/2018 08:31:50,82.143.86.134,ES,ES,100004801,IBCMTV,IBPURC,1516235119810-8014697086534866917,AX,377616*****1499,134.96,EUR,OK,,,LBRKUK,837191,OnHold=false,,,ES,es,1,T,ACCEPT,,AmadeusDE,SI,Amadeus,Direct,DUAL,,,NO_APLICA,NO_APLICA,OB,,-1,1,OB20372092,IB,On2;MANTENIMIENTO IB.COM;INCIDENT;20.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000978861;IBERIA;IBERIA;20.01.18 06:44;22.01.18 16:13;Resolved;[TRYP]:comprueben los contadores de bolsa de horas que están volcando los informes;AIRPORT2;Application Tower;Aeropuertos;Media;3-Medio;Analizo la incidencia y compruebo los datos en referencia a los informes. No encuentro diferencia, adjunto captura de pantalla;Mantenimiento Aeropuertos;INCIDENT;22.01.18;SOFTWARE FAILURE;;2;EDIF.101 - HANGAR 3;OFICINA ADMINISTRATIVA LR (AMNLL0A0)
INC000000978864;IAG CARGO;IBERIA;20.01.18 06:51;22.01.18 06:23;Resolved;LINUX_sun - aprevl1.ib : Proceso runbatch.xml_runNightly Parado. Avisar a OnCall de OPTIMA.;CARGO-OPTIMA;Application Tower;CARGO;Media;3-Medio;1.22-the batch finished on time.We are closing this ticket at our end.;Mantenimiento Cargo;INCIDENT;22.01.18;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000978865;IBERIA;IBERIA;20.01.18 08:04;20.01.18 09:18;Resolved;LINUX_ibm - SIC010:ERROR_EN_EJECUCION_JB;Aplicaciones BI;Application Tower;BI;Media;3-Medio;Ponemos a cargar los ficheros que están en pendientes.;Mantenimiento BI;INCIDENT;20.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000978866;IBERIA;IBERIA;20.01.18 07:24;20.01.18 07:28;Resolved;[ICC001] Eliminar vuelo Salesforce SALA VIP;SSCCLMZ;Service Ops Tower;Service Ops Tower;Alta;1-Crítica;Se eliminan los vuelos;Unidad Control del Servicio;INCIDENT;20.01.18;DATA ISSUE;;0;SIN IDENTIFICAR (MADRID BARAJAS);PREMIUM HUB MAD BJS (BCLTP0BJ)
INC000000978867;IBERIA;IBERIA;20.01.18 07:28;22.01.18 17:31;Resolved;Problema Pantalla Sala VIP;Manto Medios AV;Network Tower;Network Tower;Alta;1-Crítica;[BT] Se cambia la lámpara del videowall y se resuelve la incidencia.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (MADRID BARAJAS);PREMIUM HUB MAD BJS (BCLTP0BJ)
INC000000978868;IBERIA;IBERIA;20.01.18 07:32;23.01.18 20:04;Resolved;DAT004: Problema con Ibterm;IAG SITA Support;EUC;EUC;Alta;1-Crítica;Tech Name: Israel Jose Garcia Fernandez Time/Date on site: 2018-01-22 07:54:03 Time/Date off site: 2018-01-22 07:56:31 UTC Resolution details: I called to the user that informs that the issue was resolved on Friday. Release by IB user: Julia;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;23.01.18;SOFTWARE FAILURE;;3;SIN IDENTIFICAR (MADRID BARAJAS);PREMIUM HUB MAD BJS (BCLTP0BJ)
INC000000978869;IBERIA;IBERIA;20.01.18 08:56;20.01.18 08:56;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000978871;IBERIA;IBERIA;20.01.18 09:41;20.01.18 21:31;Resolved;LINUX_sun - bdracl1.ib : Filesystem apli esta ocupado al 80.00%. Call to DBA-SERVER-Support from 08:;DBA-Server-Support;Server Tower;Server Tower;Media;3-Medio;now its 44%;Unidad de Operaciones Ordenadores;INCIDENT;20.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000978872;IBERIA;IBERIA;20.01.18 09:00;20.01.18 09:00;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
